id:ID,names,size:int,labels:LABEL,rho:double
BCL9,BCL9,573,gene:protein,0.59495910625
PYGO2,PYGO2,7,gene:protein,0.612611284
ADAM12,ADAM12,19,gene:protein,0.6494619288888889
enhanceosome,enhanceosome,6,cellular component,0.5
GO:0036498,GO:0036498,1,other,0.53283495
preosteoclast,preosteoclast,14,enzyme source,0.5
DYRK3,DYRK3,30,gene:protein,0.6954104560000001
DYRK4,DYRK4,1,gene:protein,0.782145
autosomal_dominant_non-syndromic_intellectual_disability_7,autosomal dominant non-syndromic intellectual disability 7,1,disease,0.5
LIN52,LIN52,1,gene:protein,0.5491606
childhood_leukemia,childhood leukemia,8,disease,0.33333334
mitochondrial_respiratory_chain_complex_III,mitochondrial respiratory chain complex III,16,cellular component,0.5
necroptotic_signaling_pathway,necroptotic signaling pathway,1,biological process,0.5
SPRY2,SPRY2,203,gene:protein,0.631999234
KLF13,KLF13,26,gene:protein,0.615684765
SPRY1,SPRY1,78,gene:protein,0.625013152
ITGA3,ITGA3,13,gene:protein,0.7005962485714285
CARD10,CARD10,1,gene:protein,0.5
glucosinolate_catabolic_process,glucosinolate catabolic process,1,biological process,0.5
ESR2,ESR2,13,gene:protein,0.618914833
BOK,BOK,121,gene:protein,0.6747172190909091
dextransucrase_activity,dextransucrase activity,310,molecular function,0.5
malignant_pleural_mesothelioma,malignant pleural mesothelioma,42,disease,0.5
aggressive_NK-cell_leukemia,aggressive NK-cell leukemia,6,disease,0.5
SAV1,SAV1,104,gene:protein,0.6391803608695653
POLR2A,POLR2A,49,gene:protein,0.6501429133333334
REN,REN,39,gene:protein,0.6147709
PPRC1,PPRC1,34,gene:protein,0.5248026138461538
mitochondrial_crista,mitochondrial crista,51,cellular component,0.5
Sulfasalazine,Sulfasalazine,5,drug,0.5
PLEKHA5,PLEKHA5,3,gene:protein,0.6224885
Fasudil,Fasudil,45,drug,0.504772935
NRCAM,NRCAM,14,gene:protein,0.59874473875
Tramadol,Tramadol,23,drug,0.5
dermatomyositis,dermatomyositis,28,disease,0.33333334
GBP1,GBP1,138,gene:protein,0.6914182649999999
ACTG2,ACTG2,6,gene:protein,0.6082858200000001
PCA3,PCA3,65,gene,0.50625
GPR137C,GPR137C,1,gene:protein,0.5294118
skin_squamous_cell_carcinoma,skin squamous cell carcinoma,4,disease,0.125
Mebendazole,Mebendazole,107,drug,0.5
microvascular_endothelium,microvascular endothelium,3,enzyme source,0.5
Noradrenaline,Noradrenaline,5,other,0.5
chemokine_(C-X-C_motif)_ligand_12_production,chemokine (C-X-C motif) ligand 12 production,13,biological process,0.5
WHIM_syndrome,WHIM syndrome,9,disease,0.5129629666666666
arcuate_nucleus,arcuate nucleus,8,enzyme source,0.5
median_eminence,median eminence,5,enzyme source,0.5
NUCB2,NUCB2,22,gene:protein,0.5865453814285715
CCL28,CCL28,33,gene:protein,0.629058341
MRPS11,MRPS11,5,gene:protein,0.5
doxazosin,doxazosin,54,drug,0.5
external_carotid_artery,external carotid artery,8,enzyme source,0.5
ADH1C,ADH1C,6,gene:protein,0.529669435
HMGN4,HMGN4,29,gene:protein,0.5137432316666667
Cyclosporin,Cyclosporin,6,other,0.1129393126666666
ERCC3,ERCC3,15,gene:protein,0.6375633033333332
CERS5,CERS5,3,gene:protein,0.60580945
CERS6,CERS6,167,gene:protein,0.5787478583333333
Vinblastine,Vinblastine,10,drug,0.5
LRRC32,LRRC32,8,gene:protein,0.66454307
ADA2,ADA2,14,gene:protein,0.515625
severe_combined_immunodeficiency,severe combined immunodeficiency,60,disease,0.4498369278571429
leukocyte_adhesion_deficiency,leukocyte adhesion deficiency,3,disease,0.25
TRNT1,TRNT1,1,gene:protein,0.5
nicotianamine_aminotransferase_activity,nicotianamine aminotransferase activity,21,molecular function,0.5
Ledipasvir,Ledipasvir,21,drug,0.60762489
Velpatasvir,Velpatasvir,10,drug,0.6195859
SLC5A2,SLC5A2,2,gene:protein,0.5490246999999999
Mitomycin,Mitomycin,15,drug,0.50625
CD300A,CD300A,11,gene:protein,0.6960531
progressive_relapsing_multiple_sclerosis,progressive relapsing multiple sclerosis,46,disease,0.510416675
TPK1,TPK1,4,gene:protein,0.56671502
3-hydroxy-3-methylglutaryl-coenzyme_A_reductase,3-hydroxy-3-methylglutaryl-coenzyme A reductase,2,enzyme,0.5
Cerivastatin,Cerivastatin,2,drug,0.5
pitavastatin,pitavastatin,74,drug,0.5
gastrointestinal_carcinoma,gastrointestinal carcinoma,6,disease,0.5
granulocyte_differentiation,granulocyte differentiation,6,biological process,0.25
NS-1_cell,NS-1 cell,5,enzyme source,0.5
ALDH3A1,ALDH3A1,81,gene:protein,0.6036658687500001
alpha-lipoic acid,alpha-lipoic acid,7,other,0.5
Vitamin B1,Vitamin B1,1,other,0.5
CLSPN,CLSPN,95,gene:protein,0.6569335092857144
SNHG7,SNHG7,138,gene,0.5168650857142857
SSNA1,SSNA1,4,gene:protein,0.5950702999999999
RPS25,RPS25,34,gene:protein,0.6618531457142858
Fentanyl,Fentanyl,16,drug,0.5
Pregabalin,Pregabalin,8,drug,0.5
cochlear_ganglion,cochlear ganglion,16,enzyme source,0.5
POLE3,POLE3,198,gene:protein,0.6337011264705882
coccidioidomycosis,coccidioidomycosis,10,disease,0.5
lipoid_nephrosis,lipoid nephrosis,40,disease,0.5
APOB,APOB,32,gene:protein,0.6569155124999999
membranous_glomerulonephritis,membranous glomerulonephritis,56,disease,0.5009259266666667
SUPT5H,SUPT5H,57,gene:protein,0.666372425
NLRC5,NLRC5,42,gene:protein,0.6137501200000001
CDCA7,CDCA7,10,gene:protein,0.670525105
ZNF202,ZNF202,1,gene:protein,0.669911
ZNF131,ZNF131,1,gene:protein,0.6648332
NFKBIE,NFKBIE,11,gene:protein,0.7200086442857143
lisinopril,lisinopril,28,drug,0.5
felodipine,felodipine,5,drug,0.5
HBS1L,HBS1L,9,gene:protein,0.602136775
cell-cell_self_recognition,cell-cell self recognition,4,biological process,0.5
sialic_acid_binding,sialic acid binding,4,molecular function,0.5
MYCBP2,MYCBP2,20,gene:protein,0.7086662
HECTD4,HECTD4,13,gene:protein,0.5
KLK2,KLK2,2,gene:protein,0.59375197
TRIM49,TRIM49,2,gene:protein,0.6424655
KLK3,KLK3,7,gene:protein,0.6855335680000001
Hesperetin,Hesperetin,27,drug,0.5693353489999999
RNASEH1,RNASEH1,7,gene:protein,0.5996110250000001
TOPBP1,TOPBP1,115,gene:protein,0.6971580507142857
CHD4,CHD4,16,gene:protein,0.6634148774999999
chromatin,chromatin,24,cellular component,0.5
NPTXR,NPTXR,31,gene:protein,0.5416667
SPINK5,SPINK5,47,gene:protein,0.1242814533846154
MIR299,MIR299,9,gene,0.5
ADAMTS9-AS2,ADAMTS9-AS2,3,gene,0.51515152
CCND2-AS1,CCND2-AS1,1,gene,0.5
HIF1A-AS2,HIF1A-AS2,65,gene,0.50549451
VPS4A,VPS4A,83,gene:protein,0.6086789945454546
STIL,STIL,14,gene:protein,0.5997078075
RNA_polymerase_activity,RNA polymerase activity,9,molecular function,0.5
ODF2,ODF2,13,gene:protein,0.6834262175
ubiquitin-dependent_protein_catabolic_process,ubiquitin-dependent protein catabolic process,11,biological process,0.5019545155555556
CST_complex,CST complex,1,cellular component,0.5
integrase_activity,integrase activity,1,molecular function,0.25
proliferative_vasculopathy_and_hydranencephaly-hydrocephaly_syndrome,proliferative vasculopathy and hydranencephaly-hydrocephaly syndrome,6,disease,0.5
pegylated interferon alfa-2a,pegylated interferon alfa-2a,2,other,0.5
Intron A,Intron A,8,other,0.5136363657142857
posterior_uveitis,posterior uveitis,2,disease,0.5
chorioretinitis,chorioretinitis,16,disease,0.2428571428571428
PGx,PGx,50,other,0.5
6-MP,6-MP,43,other,0.512483295
NUDT15,NUDT15,25,gene:protein,0.5844756950000001
thiopurine_S-methyltransferase_activity,thiopurine S-methyltransferase activity,22,molecular function,0.5522692316666666
COCH,COCH,9,gene:protein,0.5
SLC19A1,SLC19A1,11,gene:protein,0.5285681333333333
PYGL,PYGL,8,gene:protein,0.566857725
BAHD1,BAHD1,5,gene:protein,0.53846157
CAPG,CAPG,37,gene:protein,0.67230722
GRIN3A,GRIN3A,4,gene:protein,0.5801750999999999
glycine_N-methyltransferase_activity,glycine N-methyltransferase activity,101,molecular function,0.605114905
ABCC4,ABCC4,101,gene:protein,0.628454521764706
CPA2,CPA2,2,gene:protein,0.54672915
GRIA1,GRIA1,35,gene:protein,0.6310973466666666
MIR4268,MIR4268,1,gene,0.5
MIR3117,MIR3117,1,gene,0.5
RALBP1,RALBP1,25,gene:protein,0.6243389566666667
GSTM1,GSTM1,63,gene:protein,0.5995409138888889
OTUD5,OTUD5,15,gene:protein,0.6122200414285714
DSCR8,DSCR8,3,gene:protein,0.52272725
PIK3R3,PIK3R3,12,gene:protein,0.66058304625
paraspeckles,paraspeckles,16,cellular component,0.5
MIR1323,MIR1323,93,gene,0.5
ASB16-AS1,ASB16-AS1,74,gene,0.5166666666666667
SOX9-AS1,SOX9-AS1,1,gene,0.5
PTTG3P,PTTG3P,88,gene:protein,0.5155644319999999
TMEM9,TMEM9,1,gene:protein,0.56793725
PHF8,PHF8,416,gene:protein,0.6134204407692307
CHFR,CHFR,15,gene:protein,0.6163811825
HLTF,HLTF,89,gene:protein,0.67012468125
ZRANB3,ZRANB3,125,gene:protein,0.63211845
BUB3,BUB3,9,gene:protein,0.6469999385714286
shelterin_complex,shelterin complex,19,cellular component,0.5
TSPYL5,TSPYL5,7,gene:protein,0.5783887675
OPRK1,OPRK1,25,gene:protein,0.6408053185714285
Benzoic_acid,Benzoic acid,16,drug,0.5083686
MUL1,MUL1,12,gene:protein,0.59825481
cannabidiol,cannabidiol,15,drug,0.5250801375
axoneme,axoneme,8,cellular component,0.5
pronephric_duct,pronephric duct,2,enzyme source,0.5
somitogenesis,somitogenesis,10,biological process,0.5
dinoflagellate_cingulum,dinoflagellate cingulum,8,cellular component,0.5
choroid_plexus_epithelium,choroid plexus epithelium,2,enzyme source,0.5
AQP6,AQP6,1,gene:protein,0.63103807
CXXC1,CXXC1,6,gene:protein,0.6550451239999999
hair_cell,hair cell,92,enzyme source,0.5
neuromast,neuromast,13,enzyme source,0.5
LINC01619,LINC01619,2,gene,0.5
CAVIN3,CAVIN3,7,gene:protein,0.611488504
inflorescence,inflorescence,4,enzyme source,0.16666667
inflorescence_development,inflorescence development,2,biological process,0.5
vegetative_to_reproductive_phase_transition_of_meristem,vegetative to reproductive phase transition of meristem,29,biological process,0.5
Reye_syndrome,Reye syndrome,2,disease,0.5
POLR3F,POLR3F,67,gene:protein,0.636777928888889
acute_retinal_necrosis_syndrome,acute retinal necrosis syndrome,3,disease,0.5
upadacitinib,upadacitinib,5,drug,0.5
histone_locus_body,histone locus body,27,cellular component,0.5
3MC_syndrome,3MC syndrome,1,disease,0.5
leaflet_of_membrane_bilayer,leaflet of membrane bilayer,5,cellular component,0.5
sphingomyelin_phosphodiesterase_activity,sphingomyelin phosphodiesterase activity,7,molecular function,0.5
PACS2,PACS2,3,gene:protein,0.5486871
TPM4,TPM4,8,gene:protein,0.6239969
GRHL2,GRHL2,19,gene:protein,0.6464152242857143
CUL7,CUL7,35,gene:protein,0.7080189522222223
secondary_metabolic_process,secondary metabolic process,4,biological process,0.53202928
PPP1R12A,PPP1R12A,42,gene:protein,0.6102283075000001
epithelial_ovarian_cancer_cell,epithelial ovarian cancer cell,65,enzyme source,0.5
RTN3,RTN3,33,gene:protein,0.5422855333333333
myxedema,myxedema,6,disease,0.5
stuttering,stuttering,2,disease,0.5
ATP5MK,ATP5MK,142,gene:protein,0.5
scalp-ear-nipple_syndrome,scalp-ear-nipple syndrome,29,disease,0.5
EEA1,EEA1,67,gene:protein,0.6334108731578948
ARHGEF3,ARHGEF3,5,gene:protein,0.5972616466666666
BMT2,BMT2,10,gene:protein,0.535970228
PLD1,PLD1,77,gene:protein,0.6235018221428571
MIR659,MIR659,1,gene,0.5
BGC-823_cell,BGC-823 cell,15,enzyme source,0.5
Octreotide,Octreotide,19,drug,0.5
Lanreotide,Lanreotide,12,drug,0.51516404
SSTR5,SSTR5,18,gene:protein,0.56779155
neuroendocrine_tumor_cell,neuroendocrine tumor cell,15,enzyme source,0.5
gastrinoma,gastrinoma,7,disease,0.5
Zollinger-Ellison_syndrome,Zollinger-Ellison syndrome,1,disease,0.5
VIPoma,VIPoma,2,disease,0.5
Nicotinic acid,Nicotinic acid,6,other,0.5138889
Nefazodone,Nefazodone,1,drug,0.5
Phenytoin,Phenytoin,5,drug,0.5
Procainamide,Procainamide,2,drug,0.5
Trazodone,Trazodone,16,drug,0.5
Tienilic Acid,Tienilic Acid,1,other,0.5
DNAJA1,DNAJA1,60,gene:protein,0.6286208799999999
HAP1,HAP1,37,gene:protein,0.611830238888889
CBZ,CBZ,92,other,0.53430918375
estramustine,estramustine,14,drug,0.5
WNK1,WNK1,6,gene:protein,0.6523564559999999
RPL19,RPL19,10,gene:protein,0.6743978740000001
HOMER3,HOMER3,3,gene:protein,0.625087665
CALU,CALU,2,gene:protein,0.61532437
LYPD3,LYPD3,26,gene:protein,0.547925975
TCEAL7,TCEAL7,4,gene:protein,0.5136804399999999
FARSA,FARSA,1,gene:protein,0.80455667
5 fluorouracil,5 fluorouracil,6,other,0.5236928333333334
furosemide,furosemide,66,drug,0.5
proteinuria,proteinuria,31,disease,0.1207130098181818
SLC16A10,SLC16A10,117,gene:protein,0.57545011
UGT2B7,UGT2B7,2,gene:protein,0.54959726
UGT1A4,UGT1A4,3,gene:protein,0.5834360700000001
stress_granule_assembly,stress granule assembly,14,biological process,0.5
CAPRIN1,CAPRIN1,3,gene:protein,0.661600985
ribonucleoprotein_granule,ribonucleoprotein granule,1,cellular component,0.5
COL8A1,COL8A1,108,gene:protein,0.6314798575
SKIL,SKIL,61,gene:protein,0.611975435
PBLD,PBLD,99,gene:protein,0.5589784250000001
breast_epithelium,breast epithelium,50,enzyme source,0.5
pirfenidone,pirfenidone,124,drug,0.5
indolent_systemic_mastocytosis,indolent systemic mastocytosis,33,disease,0.5136258466666667
Resorcinol,Resorcinol,12,drug,0.5257365012499999
l-tryptophan,l-tryptophan,3,other,0.33333334
quinone_biosynthetic_process,quinone biosynthetic process,1,biological process,0.5
benign_familial_hematuria,benign familial hematuria,136,disease,0.5
neurexin_family_protein_binding,neurexin family protein binding,2,molecular function,0.5
MZF1,MZF1,305,gene:protein,0.7054623510000001
5-aza-2ʹ-deoxycytidine,5-aza-2ʹ-deoxycytidine,2,other,0.5
RUVBL2,RUVBL2,114,gene:protein,0.7594547425
HSD17B4,HSD17B4,1,gene:protein,0.6463698
ADPGK,ADPGK,23,gene:protein,0.529580325
Bavituximab,Bavituximab,9,drug,0.5084625666666667
myoblast_fusion,myoblast fusion,11,biological process,0.5
NPTN,NPTN,49,gene:protein,0.598190065
ATP8A1,ATP8A1,1,gene:protein,0.82730293
ATP8A2,ATP8A2,2,gene:protein,0.7404201699999999
XKR9,XKR9,1,gene:protein,0.57440585
LRRC8A,LRRC8A,49,gene:protein,0.58296037
alcoholic_hepatitis,alcoholic hepatitis,12,disease,0.5
Hep-G2/2.15_cell,Hep-G2/2.15 cell,1,enzyme source,0.5
CDAN1,CDAN1,69,gene:protein,0.5896043069999999
Clazakizumab,Clazakizumab,2,drug,0.6230829200000001
nocardiosis,nocardiosis,48,disease,0.5
hydroxydaunorubicin,hydroxydaunorubicin,30,other,0.5119768076470588
chronic_fatigue_syndrome,chronic fatigue syndrome,144,disease,0.5222069626923077
DAUDI_cell,DAUDI cell,5,enzyme source,0.5
COPB1,COPB1,2,gene:protein,0.7053945749999999
COPE,COPE,7,gene:protein,0.59844116
FCN2,FCN2,18,gene:protein,0.6286222842857142
PRODH,PRODH,6,gene:protein,0.5433435999999999
AK4,AK4,42,gene:protein,0.57518458
KDM2A,KDM2A,20,gene:protein,0.6539898333333334
histone_arginine_methylation,histone arginine methylation,4,biological process,0.2
DCLK1,DCLK1,189,gene:protein,0.52230083125
GNPAT,GNPAT,2,gene:protein,0.5673223
HOXB9,HOXB9,59,gene:protein,0.6923485699999999
RBBP5,RBBP5,30,gene:protein,0.7116702283333334
ASH2L,ASH2L,32,gene:protein,0.6885081536363636
NXT1,NXT1,5,gene:protein,0.6596191733333333
USP30,USP30,7,gene:protein,0.6817246800000001
TBRG4,TBRG4,130,gene:protein,0.5861327375000001
TRPV2,TRPV2,569,gene:protein,0.5498406983333334
parietal_lobe,parietal lobe,3,enzyme source,0.5
Tolvaptan,Tolvaptan,16,drug,0.528640352
AVPR2,AVPR2,4,gene:protein,0.51610887
negative_regulation_of_urine_volume,negative regulation of urine volume,2,biological process,0.5
cytochrome_metabolic_process,cytochrome metabolic process,1,biological process,0.5
MIR4488,MIR4488,5,gene,0.5
dystrophin-associated_glycoprotein_complex,dystrophin-associated glycoprotein complex,21,cellular component,0.5079365142857143
PCSEAT,PCSEAT,2,gene,0.5
cabergoline,cabergoline,13,drug,0.5
RUNX2-AS1,RUNX2-AS1,3,gene,0.515625
TP53TG1,TP53TG1,4,gene,0.5
PAN2,PAN2,2,gene:protein,0.64365485
PAN3,PAN3,1,gene:protein,0.6401454
FAM225A,FAM225A,3,gene,0.5
LINC00958,LINC00958,220,gene,0.5
retinitis_pigmentosa_4,retinitis pigmentosa 4,1,disease,0.5
TPT1-AS1,TPT1-AS1,115,gene,0.5
ActD,ActD,140,other,0.5320892536363636
RNASEL,RNASEL,12,gene:protein,0.606125942
WIPI1,WIPI1,60,gene:protein,0.6866433212499999
autophagosome-lysosome_fusion,autophagosome-lysosome fusion,19,biological process,0.5
RNASE4,RNASE4,5,gene:protein,0.5802652
Dacomitinib,Dacomitinib,1,drug,0.5
OS-RC-2_cell,OS-RC-2 cell,2,enzyme source,0.5
TK-10_cell,TK-10 cell,1,enzyme source,0.5
sirohydrochlorin_ferrochelatase_activity,sirohydrochlorin ferrochelatase activity,1,molecular function,0.5
PODXL2,PODXL2,1,gene:protein,0.6052085
KG-1A_cell,KG-1A cell,13,enzyme source,0.5
ART1,ART1,8,gene:protein,0.51586135
mitochondrial_translational_elongation,mitochondrial translational elongation,1,biological process,0.5
carbohydrate_metabolic_process,carbohydrate metabolic process,18,biological process,0.5068368333333333
neonate,neonate,20,enzyme source,0.5
lactose_biosynthetic_process,lactose biosynthetic process,2,biological process,0.5
digestive_hormone_activity,digestive hormone activity,7,molecular function,0.5
LAT2,LAT2,41,gene:protein,0.5468224481818182
RPSAP11,RPSAP11,106,gene,0.5
filopodium_assembly,filopodium assembly,4,biological process,0.5
PCSK5,PCSK5,25,gene:protein,0.4425075727777778
ATP6V1E1,ATP6V1E1,5,gene:protein,0.6709078133333333
ethanol_metabolic_process,ethanol metabolic process,1,biological process,0.5
positive_regulation_of_NF-kappaB_transcription_factor_activity,positive regulation of NF-kappaB transcription factor activity,44,biological process,0.5
RHD,RHD,138,gene:protein,0.5022639222222223
purine_deoxyribosyltransferase_activity,purine deoxyribosyltransferase activity,25,molecular function,0.5
epsilon-aminocaproic acid,epsilon-aminocaproic acid,1,other,0.5555556
Capecitabine,Capecitabine,36,drug,0.5
MYO5A,MYO5A,2,gene:protein,0.62500943
BRCC3,BRCC3,24,gene:protein,0.7091191218181818
USP51,USP51,80,gene:protein,0.5837175649999999
SMARCAD1,SMARCAD1,9,gene:protein,0.7242076333333333
USP48,USP48,17,gene:protein,0.6786642971428571
UIMC1,UIMC1,37,gene:protein,0.7240671137500001
histone_deubiquitination,histone deubiquitination,4,biological process,0.228670945
USP26,USP26,24,gene:protein,0.725368374
ATXN3,ATXN3,6,gene:protein,0.69785041
RNF4,RNF4,151,gene:protein,0.6516907844444444
L3MBTL1,L3MBTL1,3,gene:protein,0.6992637199999999
MYSM1,MYSM1,61,gene:protein,0.6563308628571428
Adipocyte,Adipocyte,4,enzyme source,0.25
LIG4,LIG4,37,gene:protein,0.7000422416666666
MutS_complex,MutS complex,5,cellular component,0.5
mitochondrial_inner_membrane,mitochondrial inner membrane,40,cellular component,0.5
Brequinar,Brequinar,55,drug,0.5
GMCL2,GMCL2,34,gene:protein,0.5172181282352941
Tetrathiomolybdate,Tetrathiomolybdate,13,drug,0.5083938628571428
dihydronicotinamide_riboside_quinone_reductase_activity,dihydronicotinamide riboside quinone reductase activity,7,molecular function,0.6861796925
hepatopancreas,hepatopancreas,2,enzyme source,0.5
MIR2861,MIR2861,13,gene,0.5
ADCY6,ADCY6,3,gene:protein,0.6132890333333333
MIR422A,MIR422A,9,gene,0.5
ERVK-16,ERVK-16,33,gene:protein,0.5026981416666666
RXRA,RXRA,20,gene:protein,0.6602311363636363
squamous_cell_carcinoma_cell_line,squamous cell carcinoma cell line,4,enzyme source,0.5
EBAG9,EBAG9,34,gene:protein,0.5444920000000001
uterine_endometrial_epithelium,uterine endometrial epithelium,2,enzyme source,0.5
glandular_epithelium,glandular epithelium,8,enzyme source,0.5
gastric_adenocarcinoma,gastric adenocarcinoma,100,disease,0.2337158419512195
Mycobacterium_avium_complex_disease,Mycobacterium avium complex disease,5,disease,0.5
prilocaine,prilocaine,3,drug,0.5
C1orf21,C1orf21,1,gene:protein,0.5
NFIB,NFIB,156,gene:protein,0.599889279090909
SYNGR1,SYNGR1,1,gene:protein,0.5
UPF1,UPF1,60,gene:protein,0.6479707314285713
ATAT1,ATAT1,6,gene:protein,0.5610792866666666
SGCG,SGCG,3,gene:protein,0.18469319
glutathione_metabolic_process,glutathione metabolic process,14,biological process,0.5
GPX3,GPX3,360,gene:protein,0.5896091661538463
substantia_nigra,substantia nigra,21,enzyme source,0.5
pars_compacta,pars compacta,15,enzyme source,0.5
ELL2,ELL2,245,gene:protein,0.6066077585714286
Candesartan,Candesartan,31,drug,0.5153066433333333
CD300LF,CD300LF,81,gene:protein,0.54394918
MANF,MANF,3,gene:protein,0.681492
CLEC1B,CLEC1B,137,gene:protein,0.5900210984615385
EZR,EZR,5,gene:protein,0.6461510125000001
aortic_valve_stenosis,aortic valve stenosis,21,disease,0.4743589753846154
congenital_heart_disease,congenital heart disease,6,disease,0.50690713
LGI1,LGI1,106,gene:protein,0.53120815375
REST,REST,120,gene:protein,0.6058403708333333
GLIPR1,GLIPR1,135,gene:protein,0.5324262375
NR2E1,NR2E1,4,gene:protein,0.5439331133333333
NR1I3,NR1I3,27,gene:protein,0.6506023666666667
BCL2L13,BCL2L13,3,gene:protein,0.62161602
establishment_of_chromosome_localization,establishment of chromosome localization,3,biological process,0.5
metaphase_plate,metaphase plate,8,cellular component,0.5
PADI2,PADI2,235,gene:protein,0.6057403390909092
PADI1,PADI1,13,gene:protein,0.577044865
protein_citrullination,protein citrullination,21,biological process,0.5
PADI3,PADI3,1,gene:protein,0.70854825
alveolar_mucosa,alveolar mucosa,3,enzyme source,0.5
RNF38,RNF38,181,gene:protein,0.6173599000000001
RNF185,RNF185,7,gene:protein,0.62075343
ARL6IP5,ARL6IP5,139,gene:protein,0.5650257675
polymorphonuclear_neutrophil,polymorphonuclear neutrophil,4,enzyme source,0.5
polysome,polysome,125,cellular component,0.502888655
eukaryotic_initiation_factor_4E_binding,eukaryotic initiation factor 4E binding,12,molecular function,0.5
CLEC5A,CLEC5A,57,gene:protein,0.5936453928571428
GFPT2,GFPT2,6,gene:protein,0.5758929
SASH1,SASH1,4,gene:protein,0.54812074
caudate_putamen,caudate putamen,73,enzyme source,0.5
thalamus,thalamus,22,enzyme source,0.5
PANK2,PANK2,6,gene:protein,0.5408816
caudate_nucleus,caudate nucleus,9,enzyme source,0.5
subthalamic_nucleus,subthalamic nucleus,3,enzyme source,0.5
diencephalon,diencephalon,8,enzyme source,0.5
globus_pallidus,globus pallidus,79,enzyme source,0.5
pulvinar,pulvinar,1,enzyme source,0.5
Creutzfeldt-Jakob_disease_pathway,Creutzfeldt-Jakob disease pathway,34,pathway,0.5
pons,pons,19,enzyme source,0.5
adipose cell,adipose cell,3,other,0.5
frontal_lobe,frontal lobe,42,enzyme source,0.5
quorum_sensing,quorum sensing,10,biological process,0.5
interleukin-7_receptor_binding,interleukin-7 receptor binding,16,molecular function,0.5
Western_equine_encephalitis,Western equine encephalitis,6,disease,0.5125
MEPCE,MEPCE,3,gene:protein,0.61599445
LARP7,LARP7,52,gene:protein,0.7056625974999999
DNA-methyltransferase_activity,DNA-methyltransferase activity,13,molecular function,0.5023541371428571
desmopressin,desmopressin,18,drug,0.5250220522222223
RGL1,RGL1,4,gene:protein,0.5444209799999999
skin_cancer_cell,skin cancer cell,4,enzyme source,0.1595209875
ZKSCAN1,ZKSCAN1,2,gene:protein,0.66835422
PLCL1,PLCL1,1,gene:protein,0.51857793
thyroid-stimulating_hormone_secretion,thyroid-stimulating hormone secretion,2,biological process,0.5
CARD14,CARD14,4,gene:protein,0.5771368
GJA5,GJA5,36,gene:protein,0.5321257783333334
SIT1,SIT1,15,gene:protein,0.5691679119999999
VIPR1,VIPR1,58,gene:protein,0.6066903786666666
VIPR2,VIPR2,19,gene:protein,0.594002065
ileitis,ileitis,14,disease,0.5
corneal_epithelium,corneal epithelium,8,enzyme source,0.5
CT70,CT70,4,gene,0.5
RAD21,RAD21,78,gene:protein,0.6096021906666668
LDLR-AS1,LDLR-AS1,4,gene,0.5
bile_acid_metabolic_process,bile acid metabolic process,2,biological process,0.5
LINC00184,LINC00184,2,gene,0.5
MIR29B2,MIR29B2,35,gene,0.5
HERPUD1,HERPUD1,155,gene:protein,0.5028813
macrophage_inflammatory_protein-1_alpha_production,macrophage inflammatory protein-1 alpha production,3,biological process,0.5
HNRNPM,HNRNPM,3,gene:protein,0.7036086
STIP1,STIP1,45,gene:protein,0.6558373421428573
TMED10,TMED10,67,gene:protein,0.5610749423333333
Bazedoxifene,Bazedoxifene,114,drug,0.5
GTF2IRD1,GTF2IRD1,272,gene:protein,0.6413021585714286
PPP1R12C,PPP1R12C,3,gene:protein,0.6203913500000001
TRIM16,TRIM16,41,gene:protein,0.6253525314285715
BNIP3L,BNIP3L,118,gene:protein,0.6708999294736843
mitochondrial_autophagy_pathway,mitochondrial autophagy pathway,1,pathway,0.5
PML_body,PML body,19,cellular component,0.5
ITPR3,ITPR3,20,gene:protein,0.6425076522222223
IRGM,IRGM,14,gene:protein,0.5792518333333334
Basiliximab,Basiliximab,6,drug,0.5
INPP5B,INPP5B,3,gene:protein,0.69634058
CCDC134,CCDC134,1,gene:protein,0.62180173
TTC26,TTC26,1,gene:protein,0.5
intraciliary_transport_involved_in_cilium_assembly,intraciliary transport involved in cilium assembly,3,biological process,0.5
HAT1,HAT1,86,gene:protein,0.62971018125
proton_transmembrane_transport,proton transmembrane transport,4,biological process,0.5
GU,GU,11,other,0.5
erythrocyte_development,erythrocyte development,3,biological process,0.3888888933333334
protein_tyrosine_phosphatase_activity,protein tyrosine phosphatase activity,3,molecular function,0.38362128
5-aza-2′deoxycytidine,5-aza-2′deoxycytidine,4,other,0.52626264
FCRL2,FCRL2,3,gene:protein,0.65193385
FCRL3,FCRL3,7,gene:protein,0.56682107
Rontalizumab,Rontalizumab,4,drug,0.60079178
peristalsis,peristalsis,8,biological process,0.5
Gliclazide,Gliclazide,1,drug,0.5
MIR542,MIR542,1,gene,0.5
PAK3,PAK3,7,gene:protein,0.63501406
MIR1252,MIR1252,3,gene,0.5
ischemic_colitis,ischemic colitis,3,disease,0.5
SULT1A1,SULT1A1,73,gene:protein,0.64897692
TMX1,TMX1,44,gene:protein,0.5239325
SULT1A2,SULT1A2,2,gene:protein,0.67513085
TDP1,TDP1,23,gene:protein,0.6748524466666667
STRAP,STRAP,10,gene:protein,0.6955875859999999
gallbladder_adenocarcinoma,gallbladder adenocarcinoma,3,disease,0.33333334
MBOAT2,MBOAT2,1,gene:protein,0.5
MT-2_cell,MT-2 cell,1,enzyme source,0.5
